step,lr,epoch,train_loss,train_acc
1,0.0005,1,0.38182636102040607,0.3333333333333333
2,0.0004999999722361857,2,0.3599376281102498,0.6666666666666666
3,0.0004999998889447489,3,0.3348102569580078,0.6666666666666666
4,0.000499999750125708,4,0.3087047537167867,0.6666666666666666
5,0.0004999995557790939,5,0.2885379195213318,0.6666666666666666
6,0.0004999993059049497,6,0.2555711468060811,0.6666666666666666
7,0.0004999990005033311,7,0.23904985189437866,0.6666666666666666
8,0.0004999986395743058,8,0.20191548268000284,1.0
9,0.0004999982231179539,9,0.19298392534255981,1.0
10,0.000499997751134368,10,0.15350563327471414,1.0
11,0.0004999972236236529,11,0.15855307380358377,1.0
12,0.0004999966405859257,12,0.1304255723953247,1.0
13,0.000499996002021316,13,0.14086044828097025,1.0
14,0.0004999953079299655,14,0.10903087258338928,1.0
15,0.0004999945583120286,15,0.10969581206639607,1.0
16,0.0004999937531676716,16,0.08695249756177266,1.0
17,0.0004999928924970733,17,0.08346763253211975,1.0
18,0.000499991976300425,18,0.08519126971562703,1.0
19,0.0004999910045779302,19,0.06492010255654652,1.0
20,0.0004999899773298047,20,0.05505970617135366,1.0
21,0.0004999888945562765,21,0.05080954730510712,1.0
22,0.0004999877562575864,22,0.046571830908457436,1.0
23,0.000499986562433987,23,0.03805012752612432,1.0
24,0.0004999853130857434,24,0.03785349180301031,1.0
25,0.0004999840082131334,25,0.0379003162185351,1.0
