step,lr,epoch,train_loss,train_acc,val_loss,val_acc
1,0.005,1,0.3149656504392624,0.2866,0.31185147240757943,0.3333
2,0.004999950652140343,2,0.27302349905172985,0.3963,0.2859217661122481,0.4111
3,0.004999802610509542,3,0.2520295371611913,0.4469,0.27377562671899797,0.4393
4,0.004999555880952023,4,0.23713182657957077,0.4831,0.2823951321343581,0.3937
5,0.004999210473208251,5,0.22627187470595042,0.512,0.2229081153869629,0.5155
6,0.00499876640091433,6,0.21294411942362784,0.5384,0.2342304530243079,0.4995
7,0.0049982236816014745,7,0.20407811577121418,0.557,0.24627616827686627,0.4915
8,0.0049975823366953135,8,0.19685359833141167,0.5706,0.2052975431084633,0.5775
9,0.004996842391515046,9,0.19087622314691544,0.5929,0.19127889846762022,0.5907
10,0.004996003875272439,10,0.18321478714545567,0.6066,0.19015396771331627,0.5951
11,0.0049950668210706805,11,0.17878376978139082,0.6124,0.1849321898072958,0.6123
12,0.004994031265903064,12,0.17503946075836818,0.623,0.18353032134473324,0.6085
13,0.004992897250651536,13,0.17013732008635998,0.6353,0.18080060047407945,0.6181
14,0.004991664820085075,14,0.1638490098218123,0.6492,0.17140764767924946,0.6413
15,0.0049903340228579325,15,0.1611925772080819,0.6566,0.17222928131620088,0.644
16,0.0049889049115077015,16,0.15651486491163571,0.6638,0.18175285048782824,0.6319
17,0.004987377542453252,17,0.15544586554169654,0.6676,0.17381318571666876,0.6405
18,0.004985751975992499,18,0.15236770808696748,0.6726,0.17431396705408891,0.6424
19,0.0049840282763000225,19,0.1462810227026542,0.6871,0.1760628379881382,0.6459
20,0.004982206511424535,20,0.1434492000689109,0.6954,0.15461350232362747,0.6768
21,0.004980286753286196,21,0.14643878663579624,0.6902,0.15265962307651837,0.6838
22,0.004978269077673767,22,0.13919153933723769,0.7028,0.1638801757246256,0.6637
23,0.004976153564241629,23,0.13984751825531325,0.7009,0.18625113889575004,0.6366
24,0.004973940296506628,24,0.13466730850438277,0.7122,0.1702355229606231,0.6716
25,0.004971629361844786,25,0.13152145979305108,0.7236,0.15414660312235356,0.6857
26,0.004969220851487845,26,0.1320127575347821,0.7185,0.14470107083519299,0.7086
27,0.004966714860519671,27,0.1273721241702636,0.7267,0.1500927430888017,0.7057
28,0.004964111487872496,28,0.12575960966447988,0.729,0.15011637955904006,0.6944
29,0.004961410836323015,29,0.12334969751536846,0.7404,0.1731242448091507,0.6614
30,0.004958613012488325,30,0.12311417770882448,0.738,0.1498365850498279,0.706
31,0.004955718126821723,31,0.11985852252691984,0.7411,0.14830568755666415,0.7051
32,0.004952726293608336,32,0.11775661930441857,0.7459,0.14965902405480544,0.7169
33,0.004949637630960618,33,0.11737486136456331,0.75,0.14845664190749328,0.7062
34,0.004946452260813681,34,0.11598219672838847,0.7533,0.14601707613716522,0.718
35,0.004943170308920485,35,0.11320548225194216,0.7585,0.1672456147770087,0.6827
36,0.00493979190484687,36,0.11371686880787214,0.7587,0.15601335478325684,0.7023
37,0.0049363171819664445,37,0.10919198406239351,0.772,0.14653088692575694,0.7131
38,0.004932746277455317,38,0.10837446916848421,0.7673,0.13546707034111022,0.7348
39,0.004929079332286686,39,0.10682960574825605,0.7718,0.13595885957280796,0.733
40,0.004925316491225266,40,0.10666073821485042,0.773,0.16473826964696248,0.6924
41,0.004921457902821579,41,0.10119493566453457,0.7849,0.16396539484461148,0.7056
42,0.0049175037194060895,42,0.10186701534936825,0.7835,0.1506199127684037,0.7138
43,0.004913454097083186,43,0.10278632616003354,0.7788,0.13652677237987518,0.7352
44,0.004909309195725026,44,0.09955657403916121,0.7891,0.1486087874819835,0.7225
45,0.0049050691789652165,45,0.09816612588862578,0.7917,0.12573039258519808,0.7557
46,0.0049007342141923595,46,0.09604950677603483,0.7919,0.1538665593912204,0.7085
47,0.004896304472543442,47,0.09656105544418096,0.7926,0.13447396345436574,0.7452
48,0.004891780128897079,48,0.09707244715342919,0.7892,0.1475370050718387,0.724
49,0.00488716136186661,49,0.09408658233781655,0.7978,0.1429205510765314,0.7347
50,0.00488244835379305,50,0.09369534527262052,0.8011,0.1703463955471913,0.6946
51,0.004877641290737886,51,0.09084114686896404,0.8046,0.1548735924065113,0.7223
52,0.004872740362475738,52,0.08711633905768394,0.8177,0.1370175046225389,0.7409
53,0.0048677457624868616,53,0.09026514844348034,0.8054,0.14691861706475418,0.732
54,0.004862657687949513,54,0.08940788215647141,0.8108,0.14750589951872825,0.729
55,0.004857476339732162,55,0.08770438072582086,0.8104,0.1363281946629286,0.7451
