step,lr,epoch,train_loss,train_acc
1,0.0005,1,0.38371773560841876,0.0
2,0.0004999999722361857,2,0.3780030806859334,0.6666666666666666
3,0.0004999998889447489,3,0.37223954995473224,1.0
4,0.000499999750125708,4,0.3681812286376953,1.0
5,0.0004999995557790939,5,0.3635544379552205,1.0
6,0.0004999993059049497,6,0.35732142130533856,1.0
7,0.0004999990005033311,7,0.3516465425491333,1.0
8,0.0004999986395743058,8,0.344428022702535,1.0
9,0.0004999982231179539,9,0.3413339853286743,1.0
10,0.000499997751134368,10,0.3319302598635356,1.0
11,0.0004999972236236529,11,0.33499117692311603,1.0
12,0.0004999966405859257,12,0.326214075088501,1.0
13,0.000499996002021316,13,0.33361955483754474,1.0
14,0.0004999953079299655,14,0.3189474741617839,1.0
15,0.0004999945583120286,15,0.32009007533391315,1.0
16,0.0004999937531676716,16,0.30625849962234497,1.0
17,0.0004999928924970733,17,0.30639082193374634,1.0
18,0.000499991976300425,18,0.31056827306747437,1.0
19,0.0004999910045779302,19,0.29950135946273804,1.0
20,0.0004999899773298047,20,0.2947996258735657,1.0
21,0.0004999888945562765,21,0.29460980494817096,1.0
22,0.0004999877562575864,22,0.2924182216326396,1.0
23,0.000499986562433987,23,0.2854014039039612,1.0
24,0.0004999853130857434,24,0.2787206172943115,1.0
25,0.0004999840082131334,25,0.28403862317403156,1.0
